"Density","X-Momentum","Y-Momentum","Energy","TKE","Omega","Limiter_Density","Limiter_X-Momentum","Limiter_Y-Momentum","Limiter_Energy","Limiter_TKE","Limiter_Omega","Residual_Density","Residual_X-Momentum","Residual_Y-Momentum","Residual_Energy","Residual_TKE","Residual_Omega","Grid_Velx","Grid_Vely","Pressure","Temperature","Pressure_Coefficient","Mach","Entropy","Total_Pressure","MachIs","SoundSpeed","Laminar_Viscosity","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Heat_Flux","Y_Plus","Eddy_Viscosity","Sharp_Edge_Dist","Points:0","Points:1","Points:2"
1.8598,455.94,-914.49,2.5804e+06,221.46,24114,0,0,0,0,0,0,-1.0995e-15,-1.1082e-14,-2.2109e-13,-1.049e-09,-9.5219e-12,-1.0348e-10,0,-297.67,6.7367e+05,1214.2,-0.93671,0.80286,7046.1,1.0038e+06,0.89564,684.37,4.6567e-05,0,0,0,0,0.01708,0.017649,0.293,-0.035566,0
1.872,445.83,-903.43,2.5903e+06,221.78,24114,0,0,0,0,0,0,-1.7026e-15,-3.3933e-13,-1.2845e-12,-1.9084e-09,-1.1668e-11,-1.0729e-10,0,-297.67,6.794e+05,1216.5,-0.92412,0.78562,7046.1,9.9602e+05,0.88744,685.03,4.6619e-05,0,0,0,0,0.017218,0.014408,0.293,-0.039698,0
1.8754,442.33,-901.22,2.5933e+06,221.54,24086,0,0,0,0,0,0,-7.0767e-16,-1.3352e-13,-1.4277e-12,-9.8464e-10,-1.0429e-11,-9.4617e-11,0,-297.67,6.8099e+05,1217.1,-0.92062,0.78124,7046.1,9.9431e+05,0.88516,685.21,4.6634e-05,0,0,0,0,0.01725,0.013606,0.293,-0.040847,0
1.8671,450.19,-907.78,2.5862e+06,221.51,24098,0,0,0,0,0,0,-9.7369e-16,4.4331e-13,-6.2609e-13,-7.7707e-10,-9.9066e-12,-9.4098e-11,0,-297.67,6.7708e+05,1215.5,-0.92921,0.79256,7046.1,9.9908e+05,0.89075,684.76,4.6598e-05,0,0,0,0,0.017162,0.015723,0.293,-0.037944,0
1.8677,449.61,-907.31,2.5867e+06,221.5,24097,0,0,0,0,0,0,-9.3737e-16,4.082e-13,-7.274e-13,-6.569e-10,-9.9775e-12,-9.4477e-11,0,-297.67,6.7736e+05,1215.7,-0.9286,0.79174,7046.1,9.9873e+05,0.89035,684.79,4.6601e-05,0,0,0,0,0.017168,0.015581,0.293,-0.038137,0
1.8665,450.73,-908.46,2.5858e+06,221.48,24097,0,0,0,0,0,0,-8.2877e-16,5.0253e-13,-6.8185e-13,-5.4407e-10,-9.4669e-12,-9.0073e-11,0,-297.67,6.768e+05,1215.4,-0.92984,0.79352,7046.1,9.9957e+05,0.89116,684.73,4.6596e-05,0,0,0,0,0.017155,0.015874,0.293,-0.037749,0
1.8419,448.61,-983.09,2.5882e+06,220.44,24016,0,0,0,0,0,0,-3.9108e-16,3.7037e-13,-2.7354e-13,-1.0835e-09,-5.2042e-12,-7.0699e-11,0,-297.67,6.6535e+05,1210.8,-0.955,0.85845,7046.2,1.0466e+06,0.90757,683.42,4.6492e-05,0,0,0,0,0.016906,0.024472,0.293,-0.018847,0
1.8622,454.4,-912.36,2.5824e+06,221.46,24106,0,0,0,0,0,0,-8.7529e-16,2.1962e-13,-3.8575e-13,-7.2742e-10,-8.3563e-12,-8.9736e-11,0,-297.67,6.748e+05,1214.6,-0.93423,0.79962,7046.1,1.0024e+06,0.89402,684.5,4.6577e-05,0,0,0,0,0.017108,0.017046,0.293,-0.03631,0
1.9012,413.62,-897.43,2.623e+06,222.24,24049,0,0,0,0,0,0,-1.7764e-15,-4.6221e-13,-1.7583e-12,-1.2742e-10,-1.9897e-11,-1.8325e-10,0,-297.67,6.9316e+05,1222.1,-0.89388,0.75701,7046.2,9.8988e+05,0.86777,686.61,4.6744e-05,0,0,0,0,0.017568,0.0097689,0.293,-0.050699,0
1.9012,413.62,-897.43,2.623e+06,222.24,24049,0,0,0,0,0,0,-1.7764e-15,-4.6221e-13,-1.7583e-12,-1.2742e-10,-1.9897e-11,-1.8325e-10,0,-297.67,6.9316e+05,1222.1,-0.89388,0.75701,7046.2,9.8988e+05,0.86777,686.61,4.6744e-05,0,0,0,0,0.017568,0.0097689,0.293,0.015972,0
