SENS_AOA=0
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"," x_Sens","y_Sens"
13753, 1.488650418679993e-01, -3.128764477352487e-02, -3.870075091526606e-06, 5.619500368635087e-06, 1.520132885301718e-08, 3.611617014700000e-01, 1.273235694290000e-02, 1.078090953213268e-01, -1.063859822461301e-01
13754, 1.436138517102816e-01, -3.127121241369964e-02, -3.888276723011258e-06, 5.578429638033766e-06, 1.521034165180402e-08, 3.616532171980000e-01, 1.307533265410000e-02, 1.047595297612961e-01, -1.019231247518873e-01
13755, 1.414376490290745e-01, -3.125084470584261e-02, -3.906207744411583e-06, 5.533742584194505e-06, 1.521834101635922e-08, 3.621426600610000e-01, 1.342114885990000e-02, 1.033953494595965e-01, -1.000261987098561e-01
13756, 1.393709051598012e-01, -3.122878450846288e-02, -3.923510255455806e-06, 5.488355824854142e-06, 1.522637540082531e-08, 3.626299197270000e-01, 1.376991590450000e-02, 1.020292861723410e-01, -9.827027866143336e-02
13757, 1.365602841958711e-01, -3.121020088844768e-02, -3.937156426814832e-06, 5.452296775030358e-06, 1.523375443965789e-08, 3.631150274380000e-01, 1.412154473470000e-02, 9.982958794573193e-02, -9.624556925444779e-02
13758, 1.334448928312644e-01, -3.120189546686477e-02, -3.944133057087277e-06, 5.436900584861214e-06, 1.523944984580384e-08, 3.635987742040000e-01, 1.447491104010000e-02, 9.764057466025933e-02, -9.392192397993468e-02
13759, 1.284113550264251e-01, -3.120735120885031e-02, -3.944763820725542e-06, 5.443586835807551e-06, 1.524267875886903e-08, 3.640822103330000e-01, 1.482856084230000e-02, 9.537710026252565e-02, -8.936071978017628e-02
13760, 1.307178522949140e-01, -3.122130581122228e-02, -3.938449694813698e-06, 5.454489164256624e-06, 1.523643305126013e-08, 3.645662686600000e-01, 1.518120810870000e-02, 9.827180403842604e-02, -9.016114386423491e-02
13761, 1.382862365158243e-01, -3.123222212051770e-02, -3.937561827991388e-06, 5.460873091132680e-06, 1.524001245673498e-08, 3.650508114140000e-01, 1.553303092350000e-02, 1.043045444746833e-01, -9.515330300985617e-02
13762, 1.405625001910523e-01, -3.123343555474404e-02, -3.942038496223901e-06, 5.451297135030049e-06, 1.524436649998404e-08, 3.655351433630000e-01, 1.588497683070000e-02, 1.063980595699783e-01, -9.639667058930552e-02
13763, 1.418986652906065e-01, -3.122302405098937e-02, -3.950998174128937e-06, 5.425763982227272e-06, 1.524881138317410e-08, 3.660185639410000e-01, 1.623799843810000e-02, 1.072442496395641e-01, -9.731307629418402e-02
13764, 1.429075605029227e-01, -3.120068388991752e-02, -3.964160830845383e-06, 5.386804076807751e-06, 1.525488281532602e-08, 3.665003671190000e-01, 1.659304172570000e-02, 1.074643580816808e-01, -9.822500314221722e-02
13765, 1.400184658782752e-01, -3.117265226173669e-02, -3.980942127005689e-06, 5.341432790263362e-06, 1.526453085784865e-08, 3.669799932090000e-01, 1.695083162030000e-02, 1.052675769217159e-01, -9.605325524673117e-02
13766, 1.357891868704238e-01, -3.113986504208880e-02, -3.996242041096109e-06, 5.290199177315314e-06, 1.526858607924287e-08, 3.674572566100000e-01, 1.731157196730000e-02, 1.025348171400960e-01, -9.260661813327545e-02
13767, 1.342018237570755e-01, -3.110431361648138e-02, -4.011038455139218e-06, 5.236472203854122e-06, 1.527257734473250e-08, 3.679320256130000e-01, 1.767538747830000e-02, 1.017790294450619e-01, -9.097065341355950e-02
13768, 1.326435227500522e-01, -3.106627259185730e-02, -4.025504835253802e-06, 5.180550523899309e-06, 1.527690719998023e-08, 3.684041657130000e-01, 1.804240065140000e-02, 1.010832296712515e-01, -8.931755796165909e-02
13769, 1.300676831791876e-01, -3.102884100280216e-02, -4.038234781399944e-06, 5.128473678905074e-06, 1.528096724169822e-08, 3.688735735990000e-01, 1.841268864460000e-02, 9.944436713028768e-02, -8.712925511737435e-02
13770, 1.271002589799140e-01, -3.099791543011622e-02, -4.047014848117049e-06, 5.090403105182753e-06, 1.528341395458441e-08, 3.693406778820000e-01, 1.878565990980000e-02, 9.761760060042861e-02, -8.464827570000832e-02
13771, 1.251861900781234e-01, -3.097848344576022e-02, -4.051508450284647e-06, 5.071422154015917e-06, 1.528432285576586e-08, 3.698063398870000e-01, 1.916020480520000e-02, 9.698657636845623e-02, -8.262846561693903e-02
13772, 1.212531559633164e-01, -3.097338481311905e-02, -4.052993960867053e-06, 5.072216790997782e-06, 1.528466972028448e-08, 3.702714429840000e-01, 1.953521018390000e-02, 9.552877426987523e-02, -7.875265142628668e-02
13773, 1.234535762885728e-01, -3.098127122865607e-02, -4.047580485252129e-06, 5.085163772134124e-06, 1.527670057946633e-08, 3.707368731310000e-01, 1.990956776010000e-02, 9.824626120035580e-02, -7.945745895107849e-02
13774, 1.319881699506180e-01, -3.099265993226067e-02, -4.044444995219130e-06, 5.102025668819888e-06, 1.527664081475096e-08, 3.712032140290000e-01, 2.028254006350000e-02, 1.055895683348551e-01, -8.458364033649747e-02
13775, 1.363526177318951e-01, -3.099785227825294e-02, -4.045451874593944e-06, 5.103226914203833e-06, 1.527826614067473e-08, 3.716698800680000e-01, 2.065484746890000e-02, 1.098350667729927e-01, -8.678034418975743e-02
13776, 1.377273014081019e-01, -3.099192092158063e-02, -4.050531892621037e-06, 5.085472911072987e-06, 1.528086143182022e-08, 3.721360032000000e-01, 2.102756860410000e-02, 1.110509860163652e-01, -8.747558575957240e-02
13777, 1.383520723153025e-01, -3.097256043437278e-02, -4.058396654057092e-06, 5.048238547900522e-06, 1.528317450625875e-08, 3.726007132190000e-01, 2.140177743310000e-02, 1.109069663040513e-01, -8.821114153655345e-02
13778, 1.366731462233632e-01, -3.094093034771400e-02, -4.069835329503537e-06, 4.998146044972342e-06, 1.528937697301774e-08, 3.730631497520000e-01, 2.177851347810000e-02, 1.087473712879802e-01, -8.756468825819394e-02
13779, 1.309721864787763e-01, -3.090378132184819e-02, -4.081860637406229e-06, 4.941266329940939e-06, 1.529519176597903e-08, 3.735228276000000e-01, 2.215832750540000e-02, 1.039905010527489e-01, -8.384889070715952e-02
13780, 1.258431167336040e-01, -3.086240403376038e-02, -4.092174467331291e-06, 4.880784877183142e-06, 1.529787265050620e-08, 3.739796158360000e-01, 2.254132381880000e-02, 1.000235487018058e-01, -8.023837316377729e-02
13781, 1.222941110797375e-01, -3.081836376914787e-02, -4.101574716688974e-06, 4.818243599187128e-06, 1.530069092555703e-08, 3.744333947230000e-01, 2.292758799070000e-02, 9.741819323785041e-02, -7.755660787222032e-02
13782, 1.179152579386508e-01, -3.077306003015783e-02, -4.110015942190219e-06, 4.755910364190653e-06, 1.530385318727643e-08, 3.748840421350000e-01, 2.331720344530000e-02, 9.408157748876693e-02, -7.442606494361498e-02
13783, 1.120416367048698e-01, -3.073186863315678e-02, -4.116245165164360e-06, 4.703688214576587e-06, 1.530601788111404e-08, 3.753316486470000e-01, 2.371000718100000e-02, 8.949819832475917e-02, -7.045531041591836e-02
13784, 1.061963048503400e-01, -3.070180235540565e-02, -4.119607777411670e-06, 4.671224069944397e-06, 1.530608622196965e-08, 3.757770673240000e-01, 2.410498351180000e-02, 8.535022707720355e-02, -6.621721545932646e-02
13785, 9.957361838894530e-02, -3.068755973358210e-02, -4.121004404710220e-06, 4.660558179923106e-06, 1.530441925613444e-08, 3.762213318460000e-01, 2.450094422090000e-02, 8.131159673613587e-02, -6.091358807156053e-02
13786, 9.980787569226560e-02, -3.068999269708172e-02, -4.117476026566624e-06, 4.668044803306235e-06, 1.529619425574731e-08, 3.766654825780000e-01, 2.489671152140000e-02, 8.265558624524218e-02, -6.006790085372182e-02
13787, 1.093282894716101e-01, -3.069774518004579e-02, -4.115231286615723e-06, 4.679134487154615e-06, 1.529346255618834e-08, 3.771104594000000e-01, 2.529122046560000e-02, 9.193574585876425e-02, -6.460655888127126e-02
13788, 1.189062929796660e-01, -3.069249513641484e-02, -4.117355121566046e-06, 4.658699334893305e-06, 1.529594926136176e-08, 3.775554119230000e-01, 2.568542054400000e-02, 1.007894221671148e-01, -6.945978411581827e-02
13789, 1.172509658341211e-01, -3.066682449241552e-02, -4.125743745820394e-06, 4.608306933152544e-06, 1.530728696401462e-08, 3.779980579460000e-01, 2.608186563770000e-02, 9.900770879362752e-02, -6.858744455114522e-02
13790, 1.042341559876599e-01, -3.063240746337092e-02, -4.132097642654315e-06, 4.548348072371027e-06, 1.531306192545692e-08, 3.784375176750000e-01, 2.648149432110000e-02, 8.693828195910963e-02, -6.172333028794691e-02
13791, 8.990245733746366e-02, -3.060544143881337e-02, -4.135360560242556e-06, 4.507820545931331e-06, 1.531532796731992e-08, 3.788740296220000e-01, 2.688399179390000e-02, 7.351711086490181e-02, -5.446895549431186e-02
13792, 7.887586936988213e-02, -3.059927804386510e-02, -4.135094192717757e-06, 4.502863040962216e-06, 1.531213229569529e-08, 3.793093002600000e-01, 2.728747664650000e-02, 6.483890755456080e-02, -4.746802927684206e-02
13793, 8.075942155861640e-02, -3.060841162792706e-02, -4.131956231403713e-06, 4.507548467418316e-06, 1.530501701167227e-08, 3.797451798530000e-01, 2.768993997650000e-02, 6.811742753771602e-02, -4.702525292169364e-02
13794, 8.736664718610417e-02, -3.061121899729366e-02, -4.132684823593487e-06, 4.490828183844846e-06, 1.530728649321665e-08, 3.801808806140000e-01, 2.809222653050000e-02, 7.454056446060980e-02, -5.003112858027138e-02
13795, 8.611247794347307e-02, -3.059680328103108e-02, -4.135460797127369e-06, 4.445049632941913e-06, 1.531339661793656e-08, 3.806147754170000e-01, 2.849608347650000e-02, 7.273166914766438e-02, -4.985327612433999e-02
13796, 7.612403901322559e-02, -3.057056076482297e-02, -4.139583818796809e-06, 4.386246790574685e-06, 1.532323105063294e-08, 3.810456316430000e-01, 2.890280028190000e-02, 6.287731179418853e-02, -4.525569563905187e-02
13797, 6.140270357182030e-02, -3.053954401879329e-02, -4.141254440828233e-06, 4.324685828052748e-06, 1.532857133937924e-08, 3.814733057750000e-01, 2.931247846560000e-02, 4.915539460936451e-02, -3.789681255363899e-02
13798, 4.584806652926631e-02, -3.051141439690932e-02, -4.141594276510304e-06, 4.270063914839322e-06, 1.533302712725986e-08, 3.818978480530000e-01, 2.972501409300000e-02, 3.444316722144736e-02, -3.044630884219857e-02
9807, 1.685413737817695e-01, -4.640941903141543e-02, -4.573764941101233e-06, 9.928914976210480e-06, 2.186214906784639e-08, 3.453073782790000e-01, 3.239690263190000e-03, 6.763848343636292e-02, -1.544060537168858e-01
9803, 1.676224470870838e-01, -4.633712011096572e-02, -4.734736432965599e-06, 9.750676525065723e-06, 2.189309190732526e-08, 3.461063171840000e-01, 3.621449726940000e-03, 6.022079518289743e-02, -1.570967471165007e-01
9797, 1.697742076744353e-01, -4.631178573710862e-02, -4.762026449413053e-06, 9.715888030339438e-06, 2.189488780905393e-08, 3.469004339150000e-01, 4.013196298580000e-03, 5.797444152161186e-02, -1.606522292173527e-01
9769, 1.820875350651446e-01, -4.629336567202127e-02, -4.775136602501375e-06, 9.696409507097901e-06, 2.189112030076731e-08, 3.476966225480000e-01, 4.400654288990000e-03, 7.359720066713982e-02, -1.667253295724320e-01
13728, 1.946415282911997e-01, -4.622433563826495e-02, -4.899594764694896e-06, 9.540506301848444e-06, 2.191065976282856e-08, 3.484891462020000e-01, 4.795396236280000e-03, 8.989329808928950e-02, -1.726432016288953e-01
9705, 1.977611571943322e-01, -4.612800722074208e-02, -5.065859997029239e-06, 9.318114773765636e-06, 2.194568765318128e-08, 3.492715321200000e-01, 5.209666844360000e-03, 9.071102963662299e-02, -1.757827448923213e-01
13910, 6.874858490243204e-03, -2.915478539893433e-02, -5.324922503229749e-06, 5.326356655469019e-06, 1.960746312964834e-08, 3.651745105650000e-01, -1.447378027810000e-03, 1.425504409608910e-02, 2.377395674774721e-02
13911, -4.653364654024942e-02, -2.921186327920679e-02, -5.321697631834666e-06, 5.435333154777746e-06, 1.961639503200271e-08, 3.646927516880000e-01, -1.920808092060000e-03, 6.403107253327565e-02, -2.782252231714861e-03
13912, -4.022505610838905e-02, -2.927934983052457e-02, -5.322021941842890e-06, 5.590121846325303e-06, 1.965103668063820e-08, 3.642040415370000e-01, -2.386786140240000e-03, 6.022046299335965e-02, 1.460592361161349e-03
13913, 8.539828269920665e-04, -2.934710950381786e-02, -5.319964964568645e-06, 5.657811770791244e-06, 1.963544498443817e-08, 3.637097836570000e-01, -2.846602805460000e-03, 1.887556264196643e-02, 1.874464316203427e-02
13914, -1.476234418458855e-02, -2.939926168962204e-02, -5.313293413364721e-06, 5.667920004731209e-06, 1.959622426060433e-08, 3.632161257070000e-01, -3.306774522510000e-03, 2.740619331437328e-02, 5.292967969358200e-03
13915, -7.169647563474421e-02, -2.945288126745549e-02, -5.303267488910451e-06, 5.765002365533284e-06, 1.959861712338974e-08, 3.627205565220000e-01, -3.764581702900000e-03, 7.855150611492462e-02, -2.547189984022297e-02
13916, -7.806187033155522e-02, -2.952455775721889e-02, -5.294615005148350e-06, 5.933751976548872e-06, 1.964302775879660e-08, 3.622180927240000e-01, -4.214492550270000e-03, 8.587864065843447e-02, -2.832297917514832e-02
13917, -2.118524028875539e-02, -2.959502974463339e-02, -5.286939523659355e-06, 6.020430934585312e-06, 1.963205632917342e-08, 3.617093741540000e-01, -4.657000857270000e-03, 3.220474340215049e-02, -6.613972207740633e-05
13918, -1.200311836907224e-02, -2.963546462977218e-02, -5.279825957825070e-06, 6.006706179825512e-06, 1.957831509395455e-08, 3.612007969280000e-01, -5.099337991590000e-03, 1.559990141527992e-02, -2.335707869829725e-03
13919, -5.616939152284771e-02, -2.966033435497243e-02, -5.265385288031756e-06, 6.047516356000550e-06, 1.957118698555878e-08, 3.606926628630000e-01, -5.541840422320000e-03, 5.417420071917342e-02, -2.747520780275227e-02
13920, -1.007954933392336e-01, -2.971517487339867e-02, -5.239477624271590e-06, 6.190600241748425e-06, 1.958644112505490e-08, 3.601798068410000e-01, -5.978494442600000e-03, 1.005844891019449e-01, -4.726877305153881e-02
13921, -1.107675003129685e-01, -2.979054344461895e-02, -5.210252528324668e-06, 6.386969447560508e-06, 1.962781213161711e-08, 3.596596491760000e-01, -6.406048323570000e-03, 1.172945683059817e-01, -4.769215578978067e-02
