"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
8032, 1.605698287430000e-01, 1.177939023370000e-01, 8.522832277248043e+05, -5.442697837024443e-01, 2.676690803176027e-04, -3.563981488785158e-05
8020, 1.628637408510000e-01, 1.174375367520000e-01, 8.477482270113622e+05, -5.542338399701139e-01, 2.690302486970490e-04, -4.199008681405252e-05
8016, 1.651600136380000e-01, 1.170774689130000e-01, 8.288761689254249e+05, -5.956984968769226e-01, 2.944440808199933e-04, -5.713966043391235e-05
8010, 1.674194099940000e-01, 1.165534660410000e-01, 8.121657715438794e+05, -6.324136707624107e-01, 2.838558864564623e-04, -7.324025759373420e-05
8006, 1.696388359460000e-01, 1.159218469400000e-01, 8.072259675105190e+05, -6.432671388101161e-01, 2.834046822060865e-04, -8.160513012724938e-05
8004, 1.718352462480000e-01, 1.152819454390000e-01, 7.906172814650442e+05, -6.797588380944503e-01, 2.991659524761700e-04, -9.529681207777872e-05
8002, 1.739709012430000e-01, 1.145419037710000e-01, 7.701137821334302e+05, -7.248080087414964e-01, 2.965473453384976e-04, -1.132262933203499e-04
8000, 1.760248662550000e-01, 1.136822847060000e-01, 7.637636190129444e+05, -7.387602408665883e-01, 2.848986590853449e-04, -1.187770749538233e-04
7998, 1.780439470910000e-01, 1.128438105840000e-01, 7.527042393017563e+05, -7.630593068846316e-01, 3.132488331825926e-04, -1.353792306051190e-04
7996, 1.799952035290000e-01, 1.119663925830000e-01, 7.207858427044717e+05, -8.331886673335624e-01, 3.295855095684551e-04, -1.616610821296874e-04
7994, 1.818369530130000e-01, 1.109833482030000e-01, 7.067123108803952e+05, -8.641102640081311e-01, 2.983010915390192e-04, -1.678495025088113e-04
7992, 1.835840013460000e-01, 1.099470304510000e-01, 7.071350907137066e+05, -8.631813552131525e-01, 2.837723555310794e-04, -1.682819492581015e-04
7990, 1.852789620770000e-01, 1.089421768790000e-01, 6.971503894454498e+05, -8.851191963600993e-01, 3.062460703295018e-04, -1.836585734630794e-04
7984, 1.869083171750000e-01, 1.079534077990000e-01, 6.672910551207343e+05, -9.507244974672751e-01, 3.336650593232565e-04, -2.134855736872349e-04
7978, 1.884320259890000e-01, 1.069247835700000e-01, 6.450101798409726e+05, -9.996788216248051e-01, 3.208217969231987e-04, -2.290341126132594e-04
7973, 1.898431474270000e-01, 1.058582376800000e-01, 6.397662177102795e+05, -1.011200569257805e+00, 2.914493065498908e-04, -2.244919542333672e-04
7967, 1.911781680740000e-01, 1.048095381760000e-01, 6.403975029748310e+05, -1.009813543699397e+00, 2.767815959731840e-04, -2.150590779153123e-04
7957, 1.924670537900000e-01, 1.038194645420000e-01, 6.221771200380701e+05, -1.049846375505189e+00, 3.285471897071480e-04, -2.574883388115162e-04
7925, 1.936789890950000e-01, 1.028495997850000e-01, 5.898221089865556e+05, -1.120935041423760e+00, 3.481221166395268e-04, -2.905366910427627e-04
11038, 1.947939577150000e-01, 1.018774708150000e-01, 5.670021155186478e+05, -1.171073886665419e+00, 3.336900871177992e-04, -3.031855446134910e-04
7921, 1.958145341110000e-01, 1.009092773010000e-01, 5.635077555788535e+05, -1.178751503772820e+00, 3.013967361812555e-04, -2.933301174566624e-04
11161, 2.263293569920000e-01, 1.471501005670000e-02, 8.726293338699379e+05, -4.995664287818631e-01, 1.571310879573382e-04, -2.182089942219706e-04
11162, 2.254649510510000e-01, 1.591336470180000e-02, 8.825173038101417e+05, -4.778411204340202e-01, 1.513792250387857e-04, -2.089329664386294e-04
11163, 2.245706397610000e-01, 1.714238414390000e-02, 8.928190634032172e+05, -4.552066560254138e-01, 1.441428276324354e-04, -1.945542152908635e-04
11164, 2.236306191740000e-01, 1.838922149450000e-02, 8.992794215672669e+05, -4.410123093596926e-01, 1.432663190020555e-04, -1.854562687854160e-04
11165, 2.226367519660000e-01, 1.964577515170000e-02, 9.045480308663836e+05, -4.294364083122768e-01, 1.455554476902725e-04, -1.848036221767887e-04
11166, 2.216236778520000e-01, 2.093732279670000e-02, 9.121517345632933e+05, -4.127299651899799e-01, 1.385236971864582e-04, -1.749637159451577e-04
11167, 2.205753953950000e-01, 2.224939180990000e-02, 9.186339325896270e+05, -3.984876331698063e-01, 1.377244925503670e-04, -1.683313823878552e-04
